student_id,age,gender,class_grade,school_type,attendance_percentage,math_score,science_score,english_score,social_science_score,previous_grade_percentage,study_hours_per_day,homework_completion,learning_difficulty,internet_access,digital_device,parent_education,parent_occupation,annual_family_income,family_size,distance_to_school_km,transportation,scholarship_received,mentoring_support,extracurricular_participation,health_issue,dropout_history_in_family,motivation_level,teacher_assessment,Target
7089,11,Male,6,Private,69.5,54,42,36,80,56.5,3.1,51.4,Yes,Yes,Laptop,None,Farmer,321146,5,2.1,Bicycle,No,Yes,Yes,Yes,No,Low,Low,At Risk
7090,17,Female,7,Private,89.2,45,42,33,94,50.3,1,62.6,No,Yes,Laptop,None,Service,331808,7,9.6,Bus,Yes,Yes,No,Yes,Yes,Low,High,On Track
7091,18,Male,7,Private,53.9,78,89,65,97,85.9,1.9,89.4,Yes,No,Smartphone,Graduate,Service,182620,7,1.2,Bicycle,No,No,Yes,No,Yes,Medium,Medium,On Track
7092,16,Male,11,NGO,47.5,66,31,80,97,69.6,2.7,70.7,Yes,Yes,None,None,Self-employed,136342,3,7.9,Bus,No,No,Yes,No,Yes,High,Low,At Risk
7093,17,Female,9,NGO,81.4,41,40,67,65,49.2,0.9,34.9,No,No,Laptop,Graduate,Service,207547,2,11.5,Bicycle,No,No,No,Yes,No,High,High,On Track
7094,12,Female,11,Government,88.8,78,52,55,98,74.7,5.5,36.5,Yes,No,Shared Phone,None,Self-employed,114959,2,1.2,Bus,Yes,Yes,No,Yes,Yes,Low,Medium,On Track
7095,18,Female,10,Private,70.4,33,91,96,94,74,5.1,75.4,No,Yes,Shared Phone,None,Service,225233,5,1.4,Bicycle,No,Yes,No,Yes,Yes,Low,Low,At Risk
7096,15,Male,5,Private,92.6,100,68,82,54,77.5,5.6,70.8,No,No,Shared Phone,Primary,Farmer,230788,2,1.8,Bus,No,No,Yes,No,No,High,Low,On Track
7097,17,Other,5,Private,58.2,55,39,80,81,62.6,0.6,74.4,No,Yes,Shared Phone,Primary,Labourer,77428,3,12.9,Walk,Yes,Yes,Yes,Yes,Yes,High,Medium,At Risk
7098,17,Male,9,NGO,78.5,79,66,40,80,62,5.8,55,No,No,Shared Phone,Secondary,Service,183609,3,9.8,Bus,No,Yes,Yes,Yes,Yes,Medium,High,On Track
7099,17,Female,6,NGO,76.6,51,42,64,76,62.4,4.4,50.5,No,Yes,Smartphone,Graduate,Service,267088,7,7.8,Bus,No,No,Yes,Yes,No,High,High,On Track
7100,11,Male,5,Government,81,52,76,54,42,54.6,4.4,41.3,Yes,No,Laptop,None,Labourer,56798,5,7.1,Bus,Yes,No,No,Yes,No,High,Low,On Track
7101,17,Female,9,Government,68.6,49,59,67,78,62.1,1.4,35.4,No,Yes,Shared Phone,Primary,Self-employed,266391,2,3.9,Bicycle,No,Yes,No,No,Yes,High,High,On Track
7102,13,Male,12,NGO,97.9,34,99,73,31,58.1,1.6,54.7,Yes,Yes,Smartphone,Secondary,Labourer,242801,2,9.1,Bicycle,Yes,No,No,Yes,No,High,High,On Track
7103,10,Male,12,NGO,83.2,77,55,53,43,61.8,5.6,49.6,Yes,Yes,Shared Phone,Primary,Self-employed,49873,4,6.7,Walk,Yes,No,No,Yes,Yes,Low,Medium,On Track
7104,16,Female,11,Private,62.2,100,30,48,45,52.7,3.7,76.9,Yes,Yes,Shared Phone,Graduate,Service,188623,2,13.6,Walk,Yes,No,Yes,No,No,High,High,On Track
7105,16,Male,8,NGO,54.8,46,77,73,67,65.3,1.2,37,Yes,No,Laptop,None,Service,309564,4,5.4,Bicycle,No,Yes,No,No,Yes,Medium,High,On Track
7106,11,Male,9,NGO,49.9,66,47,46,71,52.6,0.8,64.9,Yes,No,Shared Phone,Secondary,Service,102895,8,4.2,Bicycle,No,Yes,No,Yes,Yes,Low,Medium,At Risk
7107,13,Other,10,Private,91,42,58,54,84,54.6,3.2,43.1,No,Yes,Smartphone,Graduate,Farmer,204470,4,12.1,Bicycle,Yes,No,Yes,Yes,Yes,High,Medium,On Track
7108,10,Male,10,Private,75.3,70,57,38,44,52.2,4.8,94.6,No,No,None,Primary,Farmer,214224,7,14.5,Walk,No,No,Yes,Yes,No,High,Low,On Track
7109,14,Female,10,NGO,65.6,81,73,63,63,67.2,6,73.7,No,No,None,None,Labourer,149130,8,3.5,Bus,No,Yes,Yes,No,No,High,Low,At Risk
7110,18,Other,6,Government,69.8,43,69,87,30,56.5,3.3,88.8,Yes,Yes,None,Secondary,Labourer,176585,2,10.2,Walk,No,No,No,Yes,No,High,Low,At Risk
7111,14,Female,9,Government,83,81,45,49,72,58.3,5.6,55.2,No,Yes,Smartphone,None,Farmer,231008,2,3.5,Bus,Yes,Yes,Yes,Yes,No,Low,Medium,On Track
7112,13,Male,8,Government,80.6,82,89,65,96,85.7,3,44.4,No,No,Smartphone,Secondary,Labourer,200433,8,10.7,Bus,No,Yes,No,No,No,Medium,High,On Track
7113,12,Other,6,Government,74.8,68,84,34,68,65.9,2.7,53.8,Yes,No,Shared Phone,Primary,Labourer,334470,4,0.4,Walk,No,No,No,No,No,High,High,On Track
7114,15,Female,11,Government,54.2,68,60,66,51,60.1,2.2,50.6,No,Yes,Shared Phone,Secondary,Self-employed,78813,8,1,Bus,No,No,Yes,Yes,Yes,Low,Medium,At Risk
7115,18,Other,5,Government,84.7,46,78,46,48,57.6,4,77.4,No,No,Smartphone,Secondary,Self-employed,93941,5,4,Bicycle,Yes,No,Yes,No,Yes,Medium,Medium,On Track
7116,16,Male,6,Private,94.4,95,89,75,63,75.7,3.1,45.1,Yes,No,None,Graduate,Self-employed,43860,4,6.2,Walk,No,Yes,No,Yes,Yes,Medium,Medium,On Track
7117,18,Other,7,Government,72.6,70,90,40,43,62.6,4.3,99.2,No,Yes,None,Graduate,Service,334335,8,8.3,Bicycle,No,No,No,No,No,Medium,Medium,On Track
7118,15,Female,6,Private,70.4,59,77,79,47,63.1,1.4,45.7,Yes,Yes,Laptop,None,Labourer,160730,4,12.7,Walk,No,No,Yes,Yes,Yes,Medium,Low,On Track
7119,17,Other,11,Government,52.6,96,97,76,48,81.4,4,65.1,No,No,None,Graduate,Self-employed,190299,5,3.1,Bus,Yes,Yes,Yes,Yes,Yes,Medium,Low,At Risk
7120,11,Other,5,Government,94.8,82,84,83,60,76.5,1.9,97.5,No,Yes,Shared Phone,Secondary,Service,270601,7,4.4,Walk,Yes,No,No,Yes,No,Medium,Low,On Track
7121,11,Other,10,Government,48.7,87,73,46,30,54.3,2.5,52,Yes,Yes,None,Primary,Self-employed,54734,4,4.2,Bicycle,No,No,Yes,Yes,No,Low,High,At Risk
7122,13,Female,6,Government,91.9,43,96,42,88,65,0.5,86.9,No,Yes,Shared Phone,Graduate,Self-employed,332193,2,2.8,Bus,No,Yes,Yes,No,Yes,Low,High,On Track
7123,17,Other,10,Government,98.2,49,90,51,99,72.4,2.2,43.1,Yes,No,Smartphone,Secondary,Service,325684,2,11.1,Bicycle,No,Yes,No,Yes,Yes,High,Low,On Track
7124,14,Other,12,Government,86.1,71,79,53,50,66.1,3,31.4,Yes,Yes,None,Graduate,Service,88647,8,6.6,Bus,No,Yes,Yes,No,Yes,Low,Low,At Risk
7125,18,Female,11,Government,52.8,79,48,88,55,67.9,4.3,54.7,Yes,No,None,Graduate,Service,186055,2,7.1,Bicycle,Yes,No,Yes,No,No,High,High,On Track
7126,10,Other,8,Private,70.1,77,36,71,53,60.5,2.2,61.4,No,No,None,Primary,Labourer,265357,6,6.5,Walk,No,No,Yes,Yes,Yes,Medium,High,On Track
7127,16,Female,9,NGO,91.4,86,69,34,60,57.5,4.4,50.8,Yes,Yes,None,None,Labourer,107883,5,7.8,Bus,Yes,Yes,No,Yes,No,Low,Medium,On Track
7128,10,Male,10,Government,90.3,52,31,45,68,44.2,2,82.7,Yes,No,Laptop,Graduate,Service,307731,2,9.1,Walk,Yes,Yes,No,No,Yes,Low,Medium,At Risk
7129,15,Female,10,Government,90.9,58,99,95,95,89.8,3.9,88.2,Yes,No,Smartphone,Graduate,Service,260624,5,5,Bicycle,No,No,Yes,No,Yes,Low,Medium,On Track
7130,16,Female,11,Government,70.6,94,77,67,48,74.2,2.5,46.5,No,No,Shared Phone,Secondary,Labourer,183219,2,13.1,Walk,No,No,No,No,No,High,Low,On Track
7131,17,Female,9,NGO,93.1,83,78,50,83,76.6,2.4,71,No,No,None,None,Labourer,242456,7,3.8,Bus,No,No,Yes,No,Yes,Medium,Medium,On Track
7132,14,Other,5,Government,48.4,81,80,60,97,79.4,4.9,90.7,Yes,No,Shared Phone,Primary,Self-employed,250667,3,13.4,Walk,Yes,Yes,No,No,Yes,High,High,On Track
7133,18,Female,10,Private,76.1,77,44,77,49,56.9,5.3,53,No,No,None,Graduate,Self-employed,44425,6,3.2,Bicycle,No,No,Yes,Yes,Yes,High,Low,On Track
7134,10,Female,8,Private,83.1,91,88,57,95,82.4,5.8,32.4,No,Yes,None,Primary,Labourer,341469,5,4.8,Bus,Yes,Yes,Yes,No,No,Medium,High,On Track
7135,15,Female,5,Government,45.2,91,64,47,91,68.9,4.7,91.7,Yes,Yes,None,Secondary,Service,240150,8,12.2,Bicycle,Yes,No,No,Yes,Yes,High,Low,At Risk
7136,15,Other,8,Government,94.7,64,32,40,87,54.1,4.9,71.1,Yes,No,Laptop,None,Self-employed,334775,6,6.4,Walk,Yes,No,Yes,Yes,No,High,Low,On Track
7137,15,Female,11,NGO,83.1,37,73,70,41,58.2,3.1,96.3,No,Yes,Shared Phone,Graduate,Labourer,324906,3,13.4,Bicycle,No,No,Yes,Yes,Yes,High,Low,On Track
7138,14,Female,6,Private,61.9,99,68,82,94,85.3,3.2,98.4,Yes,No,None,Primary,Self-employed,252039,2,3.2,Walk,No,No,Yes,No,Yes,High,High,On Track
7139,17,Male,5,Government,75.3,59,93,89,72,78.2,3.5,72.4,No,Yes,Smartphone,Primary,Labourer,148578,7,1.3,Bicycle,No,No,No,Yes,No,Low,High,On Track
7140,11,Other,8,Government,95.8,65,30,82,100,72.7,3,46,No,No,Shared Phone,Secondary,Service,199754,8,5.2,Bicycle,Yes,No,Yes,No,No,Medium,High,On Track
7141,11,Other,7,Government,65.5,46,48,54,100,60.4,1.3,99.9,No,Yes,Shared Phone,Primary,Labourer,156875,3,6,Bus,No,Yes,Yes,No,No,Low,High,At Risk
7142,14,Other,10,NGO,93.1,38,93,58,30,53.5,5.4,51.1,No,Yes,Smartphone,Graduate,Farmer,112102,3,13.8,Bus,Yes,Yes,No,Yes,Yes,Low,High,On Track
7143,17,Female,10,Private,58.1,36,51,33,82,47,4.2,77.6,Yes,Yes,Laptop,Secondary,Farmer,333882,5,1.7,Bicycle,Yes,Yes,Yes,No,No,High,Medium,At Risk
7144,15,Other,9,NGO,45.2,43,79,60,36,58.5,4.1,41.2,Yes,Yes,None,Secondary,Farmer,277731,5,2.7,Walk,No,No,Yes,Yes,No,Low,High,At Risk
7145,15,Male,12,NGO,96.7,60,57,53,64,61.5,1.6,32.5,No,Yes,Laptop,None,Labourer,187511,8,6.1,Walk,Yes,No,No,Yes,Yes,Medium,High,On Track
7146,12,Female,8,NGO,49.7,46,62,66,44,57.3,4,54.6,Yes,Yes,Laptop,Graduate,Self-employed,302197,5,12.3,Bicycle,Yes,Yes,No,No,No,Medium,Low,At Risk
7147,10,Female,12,NGO,46.8,60,31,79,37,51.3,0.6,72.9,No,No,None,None,Farmer,50730,8,3.2,Bus,No,Yes,No,No,Yes,High,High,At Risk
7148,16,Other,12,Private,50.3,31,48,55,69,55.4,3.4,65.3,Yes,Yes,Shared Phone,Graduate,Farmer,259873,7,10.9,Bus,No,No,No,No,No,Low,Medium,At Risk
7149,18,Female,6,Government,56.1,74,47,76,74,67.6,3.1,46.6,No,Yes,Smartphone,Graduate,Labourer,49016,3,9.9,Walk,No,Yes,Yes,No,No,High,Medium,On Track
7150,11,Male,5,NGO,63.4,90,76,73,56,75.3,1.7,34.7,Yes,Yes,Laptop,None,Farmer,256171,4,9.8,Walk,No,Yes,No,No,Yes,Medium,Medium,On Track
7151,16,Other,11,Government,78.7,47,36,78,87,64.4,5.7,91.9,Yes,No,Laptop,None,Service,88961,6,7.6,Bicycle,Yes,Yes,Yes,No,No,Low,Medium,On Track
7152,11,Female,7,Private,53.7,81,57,49,76,65.4,4.6,40.9,No,Yes,Shared Phone,Graduate,Farmer,184917,8,6.4,Bus,No,No,Yes,No,Yes,Medium,High,On Track
7153,18,Other,8,Government,88.9,39,83,71,89,68.4,4.7,35.3,No,No,Smartphone,Primary,Self-employed,71881,5,10.8,Bus,Yes,Yes,Yes,No,No,High,Low,On Track
7154,16,Male,11,Government,92.2,47,91,41,68,63.3,3.7,67.3,No,No,None,Primary,Farmer,235444,8,1.9,Bus,No,No,Yes,No,Yes,High,Low,On Track
7155,15,Male,9,Government,79.1,81,96,61,94,83.6,5.8,83.6,No,Yes,Laptop,Primary,Farmer,186076,4,15,Walk,Yes,No,No,Yes,No,Medium,Medium,On Track
7156,12,Male,12,Government,82.9,44,89,47,42,57.8,3.8,93.1,Yes,No,Smartphone,Secondary,Service,70355,2,8.3,Bicycle,Yes,Yes,No,No,Yes,Low,Low,At Risk
7157,18,Female,8,NGO,74.3,71,42,70,49,60.8,2.6,83.1,No,No,Smartphone,Secondary,Farmer,324927,4,12.2,Walk,No,No,No,No,No,Low,High,On Track
7158,16,Female,6,Government,61.2,58,98,99,71,82.7,4.3,87.4,Yes,Yes,None,None,Labourer,75912,8,3.1,Bus,Yes,No,Yes,Yes,Yes,High,Low,At Risk
7159,11,Other,10,Private,90,58,96,59,43,59.3,2.8,95.9,Yes,Yes,Smartphone,Secondary,Farmer,203731,7,12.3,Bus,Yes,No,Yes,Yes,No,Low,Low,At Risk
7160,12,Other,11,NGO,56.9,64,83,80,97,81.6,1.6,50.4,No,No,None,Secondary,Self-employed,173077,6,12,Bus,Yes,Yes,Yes,Yes,No,High,High,On Track
7161,14,Female,5,Private,58.6,35,95,87,79,75.8,2.4,48,No,Yes,None,Secondary,Farmer,201630,8,3,Bus,Yes,Yes,Yes,No,Yes,Low,Medium,At Risk
7162,16,Male,6,Private,50.8,88,77,32,52,67.1,4.3,57.2,Yes,No,None,Primary,Self-employed,66325,7,2.2,Bus,Yes,Yes,Yes,Yes,Yes,Medium,High,On Track
7163,13,Male,9,Government,54.9,83,64,85,97,80.5,4.8,81.8,Yes,Yes,Shared Phone,Graduate,Self-employed,250781,6,2.5,Bicycle,Yes,No,Yes,No,Yes,High,High,On Track
7164,17,Other,5,Government,96.2,40,78,74,34,58.7,2.7,66.5,No,No,Smartphone,Primary,Self-employed,306439,6,9.6,Bicycle,No,No,No,Yes,Yes,Low,Medium,On Track
7165,12,Male,6,NGO,72.7,51,50,34,52,45.1,5.1,53.4,No,No,Shared Phone,Graduate,Farmer,77211,2,3.6,Bus,Yes,Yes,Yes,No,Yes,Low,High,At Risk
7166,18,Female,8,NGO,68.1,50,84,75,86,76.3,2.7,64.4,No,No,Smartphone,Primary,Service,348248,8,1.9,Bicycle,No,No,Yes,No,Yes,Low,Low,At Risk
7167,15,Female,6,Government,97.7,90,79,79,75,77.6,4.6,78.5,Yes,No,Laptop,None,Labourer,291489,5,10.6,Bus,No,No,No,No,Yes,High,High,On Track
7168,12,Female,6,Government,75.3,54,100,38,89,72.9,1,62.7,No,Yes,Laptop,Graduate,Farmer,215076,4,4,Bus,Yes,No,No,Yes,Yes,High,Low,On Track
7169,14,Female,9,Private,62.7,43,49,40,45,41.7,0.9,46.2,Yes,No,None,None,Service,133257,4,5.2,Bus,Yes,Yes,No,No,Yes,Low,Low,Dropout
7170,11,Female,12,NGO,96.5,84,67,31,51,56.1,2.6,63.1,No,Yes,Shared Phone,None,Service,90891,3,13.6,Walk,Yes,Yes,Yes,No,Yes,Medium,Medium,On Track
7171,14,Male,9,Government,89,92,40,56,83,71.1,2.2,43.9,No,Yes,Smartphone,Graduate,Self-employed,316805,8,7.5,Bus,No,No,Yes,Yes,Yes,Low,Medium,On Track
7172,12,Other,12,Private,81.7,49,77,34,38,51.8,2.4,65.7,No,Yes,Smartphone,Secondary,Farmer,227638,2,14,Walk,Yes,Yes,No,Yes,Yes,Medium,High,On Track
7173,12,Male,9,Private,63.8,64,76,48,90,65.6,0.8,97,No,Yes,None,Graduate,Self-employed,292128,5,1.4,Bus,Yes,No,No,Yes,Yes,High,Medium,On Track
7174,11,Other,12,Government,74.7,44,81,63,76,70,5,40.7,No,Yes,Smartphone,None,Labourer,74730,5,2.7,Bicycle,No,No,Yes,Yes,No,High,Medium,On Track
7175,16,Female,12,NGO,80.6,90,39,44,83,68.8,4,89.3,No,Yes,Shared Phone,None,Farmer,190665,2,13.1,Bus,No,No,No,No,No,High,Medium,On Track
7176,17,Male,6,NGO,49.9,77,42,85,34,55,5.3,76.6,Yes,Yes,Smartphone,Primary,Service,143139,4,0.5,Bicycle,Yes,No,Yes,No,No,Low,Medium,At Risk
7177,16,Male,11,Private,82.7,61,62,82,39,60,3.4,85.6,No,No,Smartphone,None,Farmer,262650,5,6.4,Bus,No,No,No,Yes,No,High,Low,On Track
7178,13,Other,8,Private,77.3,59,57,33,40,51.8,4.4,91.5,Yes,Yes,Smartphone,None,Self-employed,221088,5,11.4,Walk,No,No,Yes,Yes,Yes,High,Low,On Track
7179,17,Other,10,Private,55.9,36,80,89,49,64.8,1.8,66.2,No,No,None,Primary,Service,171860,5,10.9,Walk,Yes,No,Yes,No,Yes,Low,Medium,At Risk
7180,18,Other,10,Government,99,61,98,95,79,80.5,5,47.7,No,Yes,Laptop,Primary,Self-employed,334518,7,13.7,Bus,Yes,No,Yes,Yes,No,Low,Medium,On Track
7181,15,Other,12,Government,80.9,96,68,93,33,74.7,5.3,38.7,Yes,No,None,Secondary,Self-employed,339909,4,7.1,Bus,No,Yes,No,No,Yes,High,Low,On Track
7182,11,Female,10,Private,56,85,80,75,40,68.3,5.6,99.6,No,No,Shared Phone,Graduate,Farmer,227470,5,6.8,Walk,Yes,Yes,No,No,No,High,Medium,On Track
7183,17,Female,7,NGO,46,63,70,44,53,62,4.3,93.3,No,Yes,Smartphone,None,Service,42244,6,6,Walk,No,No,No,No,No,High,Low,At Risk
7184,13,Female,8,Private,70.6,60,50,81,63,67.9,3.2,45.4,No,No,Laptop,Primary,Labourer,333161,4,4.3,Bicycle,Yes,No,Yes,No,No,High,Low,On Track
7185,13,Male,12,NGO,83.9,78,77,65,44,64.6,4.2,91,No,No,Smartphone,Secondary,Self-employed,84172,6,1.9,Bicycle,No,Yes,No,No,Yes,High,Medium,On Track
7186,14,Male,12,Government,81.7,83,50,64,77,66.8,1.5,51.4,No,Yes,Laptop,Secondary,Service,176024,2,6.5,Walk,No,Yes,No,Yes,No,Medium,Medium,On Track
7187,13,Male,5,Private,86.7,66,42,74,91,66.3,2.1,68,Yes,Yes,Smartphone,None,Service,314454,4,8.9,Walk,Yes,Yes,Yes,Yes,Yes,Low,High,On Track
7188,15,Female,9,Private,92.8,33,70,57,65,56.1,4.2,93.4,No,No,Shared Phone,Primary,Farmer,268722,4,2.7,Bus,Yes,No,No,Yes,Yes,High,High,On Track
7189,15,Male,7,Private,50.8,96,32,63,35,57.4,4.4,59.3,No,No,Shared Phone,Graduate,Labourer,296707,3,12.7,Walk,No,No,Yes,No,No,High,Medium,On Track
7190,17,Other,8,Private,68.8,90,82,54,34,69.4,0.6,31.4,Yes,Yes,Shared Phone,Primary,Farmer,317557,2,14.9,Bus,Yes,No,Yes,Yes,No,High,Medium,On Track
7191,18,Other,8,NGO,66.8,43,52,78,52,53.2,5.1,45.3,Yes,Yes,Shared Phone,Secondary,Labourer,161097,3,0.2,Bicycle,No,No,Yes,No,Yes,Low,High,At Risk
7192,18,Other,11,Private,89.9,57,57,76,45,56.3,3.2,54.9,Yes,No,None,Primary,Self-employed,117604,8,11.2,Bus,No,No,No,No,Yes,Low,Low,At Risk
7193,10,Male,7,Private,71.6,71,79,93,39,68.9,3.4,62,Yes,Yes,Shared Phone,None,Service,310265,5,3.3,Walk,No,Yes,No,Yes,Yes,High,Low,On Track
7194,16,Male,11,Government,84.3,38,42,62,78,57.2,2.1,91.8,No,Yes,Laptop,Secondary,Farmer,251466,8,10.4,Bus,No,Yes,Yes,Yes,Yes,Medium,Medium,On Track
7195,14,Male,10,Private,63.6,80,72,44,74,65.1,3.2,92.5,No,No,None,None,Self-employed,203349,6,11,Bus,Yes,Yes,Yes,Yes,No,Low,Low,At Risk
7196,16,Other,9,Government,74.5,95,33,54,49,54.7,2.4,99.8,No,Yes,None,None,Labourer,275183,3,10.5,Walk,No,No,No,Yes,Yes,Low,Low,At Risk
7197,14,Male,8,NGO,50.4,98,60,97,65,75.5,1.7,75.4,Yes,Yes,Laptop,Graduate,Service,348365,6,10.3,Bus,Yes,Yes,Yes,No,No,Low,Medium,At Risk
7198,15,Female,7,Private,79.6,92,51,78,69,70,0.5,69.3,No,No,Smartphone,None,Self-employed,289068,4,10.5,Walk,No,Yes,No,Yes,No,High,Low,On Track
7199,12,Female,6,Private,88.3,60,52,37,82,60.9,3.7,58,Yes,No,None,None,Labourer,318191,3,12.9,Walk,Yes,Yes,Yes,No,No,Low,High,On Track
7200,13,Other,8,Government,75,79,40,70,79,63.4,2,45.1,Yes,No,Smartphone,Primary,Service,169462,3,2.5,Bus,No,No,Yes,Yes,No,Medium,Low,On Track
7201,12,Male,11,NGO,56.9,79,64,73,35,61.2,4.8,82.1,Yes,No,Shared Phone,None,Self-employed,127615,7,1.9,Bicycle,Yes,Yes,No,Yes,Yes,Medium,Medium,On Track
7202,15,Male,9,Government,51.6,72,90,50,33,58.3,3.7,65.7,Yes,Yes,Laptop,None,Service,276510,6,7,Bicycle,Yes,No,Yes,Yes,Yes,Low,Medium,At Risk
7203,12,Other,8,Government,66.1,71,54,78,79,69.4,3.1,46.7,No,Yes,Shared Phone,None,Labourer,134539,4,3.4,Walk,No,No,No,Yes,No,High,Medium,On Track
7204,13,Female,7,NGO,83.7,45,90,44,85,70.2,5.9,97.7,No,No,Shared Phone,Primary,Service,260047,4,10.9,Walk,Yes,No,Yes,Yes,No,Medium,High,On Track
7205,18,Male,7,Private,88.8,41,70,45,66,55,4.5,49.2,Yes,Yes,Shared Phone,None,Labourer,132670,4,13.6,Walk,No,No,Yes,Yes,Yes,Low,Medium,On Track
7206,17,Male,8,Private,89,46,70,63,92,70.3,5.5,51.3,No,No,Shared Phone,Secondary,Farmer,348025,8,10.1,Bicycle,No,Yes,Yes,Yes,No,Medium,Medium,On Track
7207,14,Male,9,Government,59.3,51,84,44,44,59.8,5.8,49.4,No,No,Smartphone,Graduate,Self-employed,151013,4,9.4,Bus,Yes,No,Yes,No,No,Low,Low,At Risk
7208,18,Male,9,NGO,50.6,48,39,60,50,48.8,2.6,87.4,Yes,No,Shared Phone,Secondary,Service,298736,6,13.2,Bus,No,No,Yes,Yes,No,Medium,Medium,At Risk
7209,10,Other,5,Private,51.5,94,37,35,95,67.4,3.1,64.4,Yes,Yes,None,Secondary,Self-employed,278115,6,0.9,Walk,Yes,No,Yes,Yes,Yes,Medium,High,On Track
7210,12,Male,12,Private,58.7,49,69,86,82,69.3,3.9,37.7,No,Yes,Smartphone,None,Labourer,210673,7,8.2,Walk,Yes,No,No,Yes,No,Low,Low,At Risk
7211,16,Female,10,NGO,54.9,87,100,78,46,74.6,0.6,54.9,No,Yes,None,None,Labourer,235284,7,9,Bus,No,Yes,Yes,No,Yes,Medium,High,On Track
7212,16,Female,11,Government,87.8,42,72,54,34,49.5,5.7,42.9,No,No,None,Secondary,Labourer,179086,8,2.5,Bus,Yes,Yes,No,No,No,Medium,Low,At Risk
7213,16,Male,5,Private,72,95,46,38,47,54.3,4.5,34.5,No,No,Smartphone,Secondary,Service,307979,2,7.6,Bicycle,Yes,Yes,Yes,Yes,No,High,High,On Track
7214,14,Other,8,Private,82.4,45,57,40,64,50.5,4.1,48.2,No,Yes,Laptop,None,Self-employed,330541,5,0.6,Bicycle,Yes,Yes,No,No,Yes,Low,High,On Track
7215,16,Other,12,Private,74.3,74,57,44,51,56.2,5.6,43.5,Yes,No,Laptop,Graduate,Self-employed,149646,3,5.2,Walk,No,Yes,Yes,Yes,No,Medium,High,On Track
7216,11,Other,9,Government,93,33,47,36,33,36.6,4.6,80.9,No,No,Laptop,Graduate,Self-employed,121660,8,0.9,Bus,No,No,No,No,Yes,Low,Medium,At Risk
7217,13,Other,8,Government,92.9,36,46,70,79,57.6,3.6,48.5,Yes,No,Shared Phone,None,Labourer,106494,8,3.9,Walk,Yes,No,Yes,Yes,No,High,Low,On Track
7218,18,Male,6,NGO,52.1,65,67,87,63,67.3,2.4,75.2,Yes,No,Laptop,Primary,Farmer,143549,8,10,Bicycle,No,No,No,Yes,Yes,Low,Medium,At Risk
7219,13,Male,8,NGO,84.6,70,69,50,48,54.3,2,53,No,Yes,Smartphone,Primary,Self-employed,146035,4,10.2,Bus,No,Yes,Yes,Yes,No,High,Medium,On Track
7220,12,Other,12,Government,89.1,53,60,78,82,72.1,1.1,45.3,No,No,None,Graduate,Labourer,268200,4,13.6,Bus,Yes,Yes,Yes,Yes,No,Low,Low,At Risk
7221,15,Other,5,NGO,76.2,40,72,57,43,53.2,1.7,77.8,No,Yes,None,Primary,Labourer,245149,8,12.1,Bicycle,Yes,No,No,Yes,No,Low,High,On Track
7222,17,Male,5,NGO,47.7,41,75,97,91,74.2,4.1,72.9,No,Yes,Smartphone,None,Farmer,42079,3,1.3,Walk,Yes,Yes,No,No,Yes,Medium,Low,At Risk
7223,14,Male,11,Government,66.7,71,49,48,45,51.5,4.3,61.6,No,Yes,Shared Phone,None,Self-employed,268671,4,12.4,Bicycle,No,Yes,No,No,No,Low,Medium,At Risk
7224,14,Other,5,Government,77.8,65,32,89,33,57,2.5,87.5,Yes,No,None,None,Self-employed,155386,3,9.9,Walk,Yes,No,No,Yes,Yes,Low,Medium,On Track
7225,10,Male,5,Government,52.8,85,80,100,67,87.9,1,39,Yes,No,None,None,Service,295380,5,2,Bus,No,Yes,Yes,No,No,Medium,Medium,On Track
7226,11,Other,8,NGO,85.5,30,48,71,39,44.9,3.8,41.4,Yes,No,Laptop,Graduate,Farmer,216584,3,9.3,Bus,Yes,No,No,No,No,Low,High,At Risk
7227,12,Female,8,NGO,81.7,40,69,73,79,60.9,4.5,80,No,No,Laptop,None,Labourer,174958,6,0.5,Walk,Yes,No,No,No,Yes,High,Medium,On Track
7228,13,Female,7,Government,62.2,87,71,38,35,53.3,1.1,42.7,No,Yes,None,Secondary,Farmer,327405,5,5.3,Bicycle,No,Yes,Yes,Yes,No,High,Low,At Risk
7229,13,Other,5,Government,95.1,41,40,82,32,48.7,3.9,37.6,No,No,Laptop,Graduate,Service,160136,5,12.1,Walk,No,Yes,Yes,No,Yes,Medium,High,On Track
7230,18,Male,9,NGO,71.5,54,75,67,35,53.1,2,47,No,No,Laptop,Primary,Labourer,82751,3,3.6,Walk,Yes,No,No,Yes,No,Low,Medium,On Track
7231,11,Male,9,Private,52.9,44,48,71,67,53.5,6,92.1,No,Yes,None,Secondary,Self-employed,295957,8,11.9,Walk,Yes,No,Yes,Yes,Yes,Low,Medium,At Risk
7232,14,Male,6,Government,99.2,78,98,49,86,77.8,1.6,55.2,No,No,None,Secondary,Farmer,198268,2,1.8,Bus,No,No,No,No,Yes,Medium,Low,On Track
7233,17,Male,12,NGO,70.3,35,50,93,72,60.7,0.9,51.1,No,No,Laptop,Secondary,Self-employed,274032,7,13.6,Bus,No,No,Yes,No,No,Low,Medium,On Track
7234,14,Female,8,Government,47,72,96,59,100,81.1,0.6,64.1,No,Yes,Smartphone,Primary,Farmer,306388,5,0.5,Bicycle,Yes,No,Yes,Yes,No,High,Medium,On Track
